date,revenue,facebook_spend,facebook_impressions,facebook_cpm,facebook_revenue,google_spend,google_impressions,google_cpm,google_revenue,tiktok_spend,tiktok_impressions,tiktok_cpm,tiktok_revenue,pinterest_spend,pinterest_impressions,pinterest_cpm,pinterest_revenue,email_spend,email_impressions,email_cpm,email_revenue,is_preflight,promo,new_year_sale,new_year_sale_revenue,summer_sale,summer_sale_revenue,black_friday,black_friday_revenue,seasonality_revenue,total_revenue
2023-11-12,1181.7823022161506,1084.3249937524884,102358.1495273191,10.59344076421668,4724.705094544161,1189.7623210636557,112854.76823045166,10.542419604585405,8486.186909168131,1077.8092003953957,177960.6647642216,6.05644624795808,2622.0793458092962,489.91656497600854,93626.19976444988,5.232686643360176,1208.5847984793018,328.95225666223655,134003.23001368516,2.454808414906432,2500.8418009105753,True,0,0,0.0,0,0.0,0,0.0,80.64977148240847,20804.83002261002
2023-11-13,1070.372380212472,1000.9875271295504,95988.90159734414,10.428158989968544,5003.235763911287,1669.2018492769853,153558.3649507638,10.87014601784924,8977.898301536077,614.7402232109539,102017.16570300628,6.02585083573674,2502.067508443345,411.88474946727126,79399.99833516472,5.187465467299077,1260.5789990632638,302.9274474157801,124983.43997236923,2.423740677026892,2500.498236736348,True,0,0,0.0,0,0.0,0,0.0,80.14847998623546,21394.79966988903
2023-11-14,1166.272691946409,1152.9539508247424,107510.06355320182,10.724149095625808,5342.401416989989,1364.9488568766496,128063.697203588,10.658358978241395,9141.936300835163,999.1335398659155,165123.89466026417,6.050811373614903,2667.1917498165976,544.722364449837,103456.02971847977,5.265254871389447,1349.3653150076148,331.68562084856075,134940.44892083344,2.4580148020935764,2558.5821081923805,True,0,0,0.0,0,0.0,0,0.0,94.75506663789054,22320.504649426042
2023-11-15,1062.5100230408202,840.8629645612209,83339.92654182109,10.089557304076394,5467.298018955106,1604.1476499573141,148203.85792661738,10.823926397055077,9493.310270384685,1067.0526118853395,176207.29600557828,6.055666456918783,2843.9809444041816,411.2863160321591,79289.84533744959,5.187124710380831,1391.7474501315166,321.1359813914908,131312.7861828736,2.4455804398534258,2578.403251254695,True,0,0,0.0,0,0.0,0,0.0,92.80132926661977,22930.05128743762
2023-11-16,1156.772179129561,1060.5063436539913,100551.0360234053,10.5469459649042,5710.227853811182,1193.3045439582368,113166.16077424082,10.54471173886337,9436.350264721526,1131.292720090245,186670.68216885577,6.06036634647811,3027.470442374841,454.8381957346881,87264.59027812978,5.212173623746211,1444.6425007522464,276.4431810273074,115613.12184292806,2.3911055823134246,2500.452411468578,True,0,0,0.0,0,0.0,0,0.0,107.76827391762706,23383.68392617556
2023-11-17,1099.560157064705,1260.437895476158,115430.55498269861,10.919447590502182,6042.478075995886,1920.3858678852462,173753.74161348422,11.052342528295885,10014.205956577362,864.1740040989641,143038.83225803834,6.04153424952475,2993.081599687864,529.7820577715146,100789.55494993216,5.256319050467949,1516.638488661421,299.30703622592756,123714.30286672107,2.4193406040397343,2492.7884637816123,True,0,0,0.0,0,0.0,0,0.0,108.53542608278097,24267.28816785163
2023-11-18,1202.9909523464858,684.1884667135062,70312.98665558225,9.730613066756813,6003.123443149245,1614.214977246707,149035.88298733774,10.83104917346551,10261.281524571874,671.2769491440873,111337.22515372164,6.029222914593618,2834.986659737641,529.5526046965495,100748.52640880931,5.25618213558552,1583.744431672451,284.71610534522415,118561.97722024952,2.4014115825372446,2457.1876095420967,True,0,0,0.0,0,0.0,0,0.0,125.08185093852387,24468.396471958316
2023-11-19,1076.8643427327297,839.1043384056616,83197.58783512373,10.085681090520929,6064.656059811873,1783.8114741285979,162866.43686678424,10.952603301487201,10619.601892185961,456.19460619450984,75816.97225079342,6.017051230764967,2562.9504329280076,450.61367600506435,86494.75345499453,5.2097226479699765,1622.4931770791673,243.65526405872782,103716.24270913137,2.349248851426778,2345.0497047610743,True,0,0,0.0,0,0.0,0,0.0,117.34097711382127,24408.956586612632
2023-11-20,1161.446433833035,776.8263991374387,78103.0095151206,9.946177541174599,6081.96375275686,1649.8599559786567,151971.78407640153,10.856357092900971,10818.713356708933,1096.877260024648,181067.51499802584,6.057835719657428,2781.297768795313,466.5630703979503,89397.04843110839,5.218998597671773,1663.505985229996,285.59631890975135,118874.53414131611,2.402502108401444,2354.551447248062,True,0,0,0.0,0,0.0,0,0.0,132.03003580073891,24993.50878037294
2023-11-21,1210.214333528298,1206.7955763373693,111498.89550656408,10.823385925525368,6349.515080625639,1314.696172644724,123740.91106480175,10.624587788562765,10699.692305587301,401.4568940453721,66750.7931054626,6.014264031456409,2482.9305721672654,362.3592871181538,70229.78014453468,5.159624398259672,1669.6829228712077,294.7595883613736,122115.01839362828,2.4137865451671057,2380.2525110571787,True,0,0,0.0,0,0.0,0,0.0,142.9407443409218,24935.22847017781
2023-11-22,1224.8608567988583,824.4105692634752,82005.12558568144,10.05315903579839,6369.397485266883,1366.6395858217988,128208.57848480689,10.659501898960293,10642.345424961264,1059.4270462452946,174963.97213810845,6.055115423471479,2692.602809587648,604.5057032015279,114027.77335989113,5.301390050769514,1748.771724035214,307.6747494709913,126642.16015570723,2.429481217729574,2424.9452900147157,True,0,0,0.0,0,0.0,0,0.0,149.76465264004676,25252.68824330463
2023-11-23,1211.5753769918676,858.7312158650386,84781.60063463905,10.128745027658614,6408.3459211632035,1481.0142571571216,137925.71399125777,10.737767558346615,10693.052283143814,451.046068924691,74964.65394305545,6.016783179807833,2446.423639800708,374.4497884320939,72478.5789612345,5.166351131585652,1753.003553458985,294.9313486849072,122175.53020095067,2.4139968797337152,2430.382944591717,True,0,0,0.0,0,0.0,0,0.0,152.84697340450188,25095.630692554798
2023-11-24,1158.2090263332245,778.5922293859621,78248.95725358585,9.950193034045604,6394.352546789659,1559.456547966442,144495.2016548633,10.792445216909769,10805.228485296553,1027.410185768258,169740.79951707338,6.0528181126242195,2642.0764828779697,475.8891271374455,91088.84451551843,5.224450147200739,1788.1088351978194,295.96206250650204,122538.47954397931,2.415258158971041,2436.3540550437824,True,0,0,0.0,0,0.0,0,0.0,150.29931538642293,25374.628746925428
2023-11-25,1312.0466139212294,1357.621139122593,122456.0364573946,11.086600370206675,6715.092931751064,1976.5160014483042,178165.09869854842,11.093732812353599,11251.567477763645,782.8358883853209,129690.21285929596,6.036198654671331,2632.1179481081226,440.5943403022215,84665.7372414576,5.203927286969624,1810.109814257796,301.8742515258695,124614.61503816895,2.4224626576377633,2452.7379878873726,True,0,0,0.0,0,0.0,0,0.0,174.65059430604484,26348.323367995275
2023-11-26,1257.637874624475,1172.3432790929874,108951.64591623965,10.760216325637401,6903.743531970183,1906.5051442197446,172657.20876332273,11.042140423068973,11583.088679113542,861.3202885354369,142570.97993159675,6.041343679819585,2677.359763262004,416.2320027359395,80199.71204316779,5.1899438555577495,1823.1605448855967,370.3031656096704,147991.53172040876,2.502191586943375,2601.2619853634833,True,0,0,0.0,0,0.0,0,0.0,171.28020421047694,27017.53258342976
2023-11-27,1264.9249648748707,982.7773675026382,94579.10786401434,10.39106193426643,6966.209627042919,1838.2549926263227,167232.88746456895,10.992185930029985,11815.520620763342,626.9939969688828,104038.2504856644,6.02657190064223,2554.2825794042583,514.3463578939286,98024.30296890945,5.24713099012869,1865.178795409422,292.02114048506036,121149.12227097421,2.410427207486462,2549.045117060704,True,0,0,0.0,0,0.0,0,0.0,175.83614664512652,27190.997851200642
2023-11-28,1139.7480616780986,1096.2521220864198,103259.25723121586,10.61650210820049,7088.253261642993,1442.5352583115828,134674.9795447886,10.71123428559231,11680.696151256809,938.3102670484533,155180.6492173911,6.046567479776318,2667.609153005057,519.2212046228673,98898.75431364114,5.25002775036218,1905.8471941598918,275.3699199026496,115229.05884299654,2.3897610782176946,2477.44328673148,True,0,0,0.0,0,0.0,0,0.0,161.35273235411952,27120.94984082845
2023-11-29,1256.6511250807669,966.7107657525113,93329.55154569985,10.358035046157386,7123.900168215595,1610.5594428761226,148733.9118029468,10.828461534783713,11708.918302299917,1032.4793674859636,170568.09053682775,6.053180077448534,2821.044935092993,337.26782549412485,65542.07399005991,5.145821683111138,1887.9472245687232,304.0178267418836,125364.96536629349,2.4250621045010394,2486.187912704332,True,0,0,0.0,0,0.0,0,0.0,180.8012291426173,27465.450897104944
2023-11-30,1324.207964800687,1010.1692933527677,96697.18567596195,10.44672899517371,7181.585471528277,1416.387206032712,132455.34501516487,10.69331861141994,11564.90700770594,744.3477711104551,123364.127345663,6.033745685443974,2748.0639404849053,558.5371649138651,105912.87594386366,5.273553002279941,1938.8337582953131,304.6665888883966,125591.81377800398,2.425847511263155,2493.700144258447,True,0,0,0.0,0,0.0,0,0.0,193.24713944290673,27444.54542651648
2023-12-01,1289.5639484095516,766.9581865987569,77285.71949406376,9.923672725304268,7087.4290635872585,1651.201082643583,152081.9418942474,10.857311933797977,11642.790046909053,504.4245842707391,83796.76449557194,6.0196188636542685,2526.884363794222,400.1473249973983,77236.5814632604,5.180800566474305,1938.3034317077831,311.61700724440755,128014.96487190612,2.434223276600643,2513.206584603493,True,0,0,0.0,0,0.0,0,0.0,190.5333578893977,27188.710796900763
2023-12-02,1219.729304776591,1611.5399724072295,140322.00798749222,11.484584603085755,7477.575800578086,1694.7196291706446,155644.56089916127,10.888396095438353,11747.485492428665,1067.8550072063624,176338.10831480657,6.055724524956231,2733.15862853054,530.1202558257752,100850.02395570713,5.256520871612302,1977.341659586248,278.91711440040433,116497.08692209669,2.3941981878647343,2459.5295539158815,True,0,0,0.0,0,0.0,0,0.0,182.14149148396996,27796.96193129998
2023-12-03,1256.4065764315662,890.8712307666153,87354.55407778644,10.19833757005185,7431.454735375829,1154.57731155425,109753.00918137183,10.51977818345061,11363.377329953531,984.0574035677419,162660.8348280989,6.049750111068228,2840.4463344231513,527.9039603662987,100453.66361695432,5.255198679256537,2013.1020374739942,283.66610953331167,118188.83467234927,2.4001092008370266,2431.484190402551,True,0,0,0.0,0,0.0,0,0.0,189.31267790031933,27525.58388196094
2023-12-04,1216.3414844003735,1206.3342534064464,111464.90463288133,10.822547755094806,7571.524635492849,1573.4252954330013,145657.04266360044,10.802260341553666,11400.812305517895,714.0364851101849,118377.73683404301,6.031847746094455,2742.8890465423783,351.4620425102261,68197.34404870417,5.153603082536824,1992.4649191951237,294.41317744484246,121992.95113302485,2.413362204212974,2433.9371219796035,True,0,0,0.0,0,0.0,0,0.0,184.6430598039442,27542.612572932172
2023-12-05,1228.692924711349,1072.8299267042164,101487.30025663972,10.571075632037296,7623.137100278598,1948.8689974025103,175996.81942510206,11.07331941434248,11747.598705502242,1099.188206776563,181443.93332305332,6.058004732621755,2925.6682391151508,444.7459477184972,85424.15160327399,5.206325604308978,2002.050501173207,349.73450183201805,141083.3488783774,2.4789211810779377,2547.5005674128324,True,0,0,0.0,0,0.0,0,0.0,187.63193947842282,28262.279977671802
2023-12-06,1376.8335509286912,968.0323429419468,93432.54094558126,10.360762247767257,7609.133875559416,1589.7965119338928,147015.63192782877,10.813792323215925,11749.36592962954,322.6100308276314,53674.326207445934,6.010509187964013,2543.5641255357486,591.4341053991241,111729.61154996605,5.293440988422588,2055.034114373797,284.74080026377266,118570.74928675785,2.401442193598189,2495.926294608619,True,0,0,0.0,0,0.0,0,0.0,211.21280218872056,28041.070692824534
2023-12-07,1261.6635513502754,1026.8247080638835,97977.72644584176,10.480185092184925,7630.731098291679,2200.7175450085992,195430.09560362552,11.260893764653988,12252.2823916812,966.057375371739,159718.74146896275,6.048491031714444,2677.826031422582,553.5272568297373,105022.87629707607,5.270539870418194,2093.241323589755,316.08434376829337,129565.61683710935,2.439569628767148,2523.864219518995,True,0,0,0.0,0,0.0,0,0.0,194.16748125742814,28633.776097111913
2023-12-08,1272.0231886095728,681.4216594632733,70076.07354983094,9.724027402572945,7439.854966321367,1359.3519440255927,127583.83035120466,10.654578564412551,11987.483735460155,1011.253911775763,167103.30974308218,6.051668954555984,2814.8584277602963,407.9819590428604,78681.32769138359,5.185244975060819,2084.7895425925185,289.95263310791097,120418.10618194792,2.4078823550820654,2490.0344388769913,True,0,0,0.0,0,0.0,0,0.0,196.14099389797414,28285.18529351888
2023-12-09,1223.4240435417887,894.5085152673641,87644.14518166456,10.20614113370916,7399.474210204573,1732.2519907708768,158698.6390123575,10.915355049995043,12079.186672473677,898.718604537887,148699.44181971523,6.043859973781899,2847.6869473614274,356.8214370196788,69197.5808468862,5.15655941512203,2061.026298204897,271.56007388230864,113862.8859827905,2.384974450088617,2427.713580695733,True,0,0,0.0,0,0.0,0,0.0,188.7830736124192,28227.29482609452
2023-12-10,1411.952192156588,846.2565327584254,83775.96577860898,10.101423778208536,7333.726181401532,1446.248634484042,134989.4994008761,10.713786190058688,11913.487934551522,813.4876865050688,134723.86161364533,6.038185639585881,2816.07986372454,557.8615881381756,105792.92550531705,5.273146436527441,2100.121426091659,299.2113262796399,123680.70241035505,2.4192240216011958,2441.15751637018,True,0,0,0.0,0,0.0,0,0.0,217.77894297172404,28234.304057267742
2023-12-11,1347.5906228120039,842.3112129889528,83457.08345321701,10.092746812331653,7271.771591262394,1683.1982574353347,154703.61742830393,10.880148023787475,11973.397322817076,886.6381458439491,146720.48286864045,6.043042719793667,2840.4912379145876,592.3433057674655,111889.70185545935,5.293993065891468,2146.8055420543124,299.8338494648715,123899.20318881104,2.419982064032746,2451.9437623777217,True,0,0,0.0,0,0.0,0,0.0,207.53188584913525,28239.53196508723
2023-12-12,1341.580744505771,1078.2714074856588,101899.83320796762,10.5816798079052,7354.7550422856575,1305.4247153533256,122939.86692874318,10.618400263195007,11696.60750573673,764.2022930829256,126628.27514416275,6.035005153571765,2776.9663207416643,521.4871445425962,99304.86092922595,5.25137581043749,2169.2941337078237,269.13934243152653,112992.51945558398,2.3819217743642045,2395.6809159690965,True,0,0,0.0,0,0.0,0,0.0,206.07201889218013,27940.95668183892
2023-12-13,1270.5992775460672,913.0333544887742,89114.17347650984,10.245658113290434,7333.484305663682,1716.8366085015125,157446.3245409824,10.904266031657217,11812.995294606848,459.73752833601054,76403.43496641319,6.017236378679968,2519.3193983443707,417.37231295933583,80409.34182033432,5.190594817849742,2158.6423219517096,258.3127615812615,109077.36568242604,2.368160983400789,2332.9626359293034,True,0,0,0.0,0,0.0,0,0.0,194.47036424781865,27622.4735982898
2023-12-14,1355.7230548136854,903.2581748777118,88339.47758053012,10.224853028526269,7308.376056918212,1426.8555087590823,133345.00390571143,10.700479710271074,11664.724559364093,543.7066456840137,90289.98047351607,6.021782736385618,2372.120641199718,573.1325000324252,108499.42478138172,5.2823551939307025,2195.7315507482217,303.8658628974638,125311.81252506723,2.4248780444116456,2383.71330263675,True,0,0,0.0,0,0.0,0,0.0,206.56099080950003,27486.95015649018
2023-12-15,1364.9150198316368,645.857690264017,67007.25102590214,9.6386238858591,7124.744989648216,1322.1091180646563,124380.59577776346,10.629544824073118,11442.812380674462,546.1278885683581,90690.02161542345,6.021918165200651,2256.939475773006,335.9803804985029,65300.79301365817,5.1451194540352665,2158.0149463663374,317.62746130864315,130100.0266578974,2.4414096558477714,2447.648152209978,True,0,0,0.0,0,0.0,0,0.0,206.83685776840557,27001.911822272043
2023-12-16,1304.5322818588672,769.972245867594,77535.6475689826,9.930558007948,7037.832278308398,1640.7340164911477,151221.6103151855,10.849864732106923,11527.59094550832,891.0917284009272,147450.1202004958,6.043343519756119,2399.711693854184,519.9578465390929,99030.80179748533,5.250465886385422,2179.2940547415506,284.27085570105254,118403.78606612401,2.400859509190847,2424.341926798528,True,0,0,0.0,0,0.0,0,0.0,196.45241669782195,27069.755597767667
2023-12-17,1424.7238388448586,791.0191937487253,79273.52445791729,9.978352787488861,6972.220632126522,1108.411665176537,105659.31121833637,10.490430539397465,11129.55385663822,676.9251891709703,112267.64666548223,6.029566035065892,2367.8675627441,563.3031284587895,106758.51576537994,5.27642337869088,2212.085712053339,300.8407836886847,124252.40146966914,2.4212069958432316,2442.1223325891547,True,0,0,0.0,0,0.0,0,0.0,213.04519940093155,26761.61913439713
2023-12-18,1362.8749075076344,1291.4660082517512,117686.69615752595,10.973763818835552,7202.510857275526,1529.681989844514,142010.63636766723,10.771601543169972,11159.49512983123,919.8892169012686,152165.95960334313,6.045302243019262,2507.2128785965683,431.9294323641372,83080.35367778104,5.19893588849336,2203.040018149581,280.2209345140699,116962.21822981372,2.3958243846186003,2411.990073398733,True,0,0,0.0,0,0.0,0,0.0,202.21686682891084,27049.34073158819
2023-12-19,1293.5755579283739,1305.0853730047722,118673.02279001375,10.997321398933762,7418.529144701633,1345.7880576199636,126419.24567872625,10.645436542471254,11024.096782706132,903.3690390698611,149461.08195024583,6.044175696323301,2606.6510323398666,445.0458197859069,85478.90232598818,5.206499003562888,2198.6156779966277,308.757297966424,127019.54949687164,2.4307856482676975,2449.59783114235,True,0,0,0.0,0,0.0,0,0.0,190.31780175433573,27181.38382856932
2023-12-20,1406.8216010893245,1209.5624682079508,111702.69812651578,10.828408700011758,7561.61108608398,1433.9524639889312,133947.35992734993,10.705343239065519,10984.186487261153,749.1268723621147,124149.97558210455,6.0340476818434166,2581.141788658649,513.0377939671479,97789.3931480359,5.246354205210161,2215.0975412447942,299.2192530242645,123683.48531345134,2.4192336775273797,2456.648320131078,True,0,0,0.0,0,0.0,0,0.0,205.10847124069457,27410.615295709675
2023-12-21,1368.7029678957329,1246.9427806511994,114445.24510428296,10.895540304142651,7711.88836869463,1333.2659803971883,125342.03811092219,10.63702170868888,10860.326232136842,637.3143269653489,105739.99153312328,6.027183449941065,2484.9356880124915,491.395171453854,93893.14756252863,5.233557338426714,2223.952665639848,292.4134755736736,121287.63636674888,2.410909177003626,2447.5992105098785,True,0,0,0.0,0,0.0,0,0.0,197.6364711964987,27295.041604085924
2023-12-22,1328.0458013424768,1130.1880987228715,105809.77421388583,10.681320389534982,7782.868415524185,1700.9027073225466,156148.86395762922,10.8928279349127,11071.53371746762,996.709856367792,164727.99543243297,6.050640352608527,2651.960738880266,427.2257339956519,82218.33175470118,5.19623452431852,2212.669101619371,309.66330215125896,127335.15095888765,2.431876035952077,2476.6260440272845,True,0,0,0.0,0,0.0,0,0.0,189.83099270357485,27713.534811564776
2023-12-23,1309.56455190741,616.2347259126418,64416.36459098651,9.566431291573831,7534.963204998665,1383.7735453696096,129674.77296354016,10.67110829458461,10981.23601948013,843.9042082981262,139714.9403168266,6.040185869774804,2681.3250073289337,489.28237203099627,93511.6726926455,5.232313335247155,2221.048195580374,250.4680317281751,106216.95211991984,2.358079635399391,2373.44357017406,True,0,0,0.0,0,0.0,0,0.0,185.21983582854597,27286.800385298116
2023-12-24,1305.0070887157453,1131.8918484993628,105937.31292058153,10.684543691870992,7623.585018515527,1741.9713334437122,159486.74414038323,10.922358110906046,11211.358737702736,627.275797875338,104084.72270854091,6.026588547791418,2557.621539608551,443.38551778438045,85175.71349447839,5.2055392270136185,2214.9103104308647,323.81810725943717,132237.75329219084,2.4487568731142373,2452.908867441867,True,0,0,0.0,0,0.0,0,0.0,182.56551634265614,27547.957078757943
2023-12-25,1307.3108149414034,773.6047383859767,77836.50272116097,9.938842462607987,7491.912578842388,1882.100795684197,170723.8971862011,11.0242375361867,11528.063650233573,654.8744397755331,108634.56315856354,6.028232826965716,2478.210626046745,407.570731394091,78605.56344565566,5.185011257833767,2198.1838787400093,325.8694092858852,132943.93301732207,2.451179244437019,2513.2360230640284,True,0,0,0.0,0,0.0,0,0.0,180.84155334856874,27697.759125216715
2023-12-26,1376.3251382991637,1067.0639587277767,101049.58432058622,10.55980552421125,7547.729276246003,1438.4785316321995,134331.17986044235,10.708448575577505,11426.889949600514,655.9300902048351,108808.53588825575,6.028296262330581,2415.8999518364344,561.1668163345523,106379.58657093285,5.275136277770471,2229.0761471839382,238.69610305633338,101885.99271036522,2.3427764377276366,2373.960561769741,True,0,0,0.0,0,0.0,0,0.0,188.2142465233974,27558.0952714592
2023-12-27,1399.4577815150528,1100.283556313884,103563.27481095877,10.624263845676065,7617.242302234074,1517.139521322521,140960.71487552978,10.762853484832108,11407.468293388585,885.1409931784351,146475.18259413625,6.042941729119029,2521.856125008604,449.2053285201882,86237.93233064435,5.208906526166381,2224.178994576233,285.0072234863367,118665.37609986421,2.401772385961054,2373.7692908487734,True,0,0,0.0,0,0.0,0,0.0,189.16168935308767,27733.134476924413
2023-12-28,1360.1006221366993,1396.5488315133525,125238.04853753712,11.151154523896707,7843.675354434122,1776.4547492687623,162273.70837874524,10.94727400400892,11611.277159910316,541.5199155620396,89928.66737998503,6.021660626570821,2372.643268464388,547.9836832535461,104036.78535076797,5.267210837070535,2249.408188149497,335.4074270278667,136213.6086534025,2.462363565165619,2476.4292082253696,True,0,0,0.0,0,0.0,0,0.0,181.69721903053406,28095.23102035093
2023-12-29,1409.924690517647,708.00295353762,72341.56625897039,9.786945322735908,7649.810206379011,1616.3408953407977,149211.42214448264,10.8325547207484,11653.430635858345,858.4961565583641,142107.94306261258,6.041155322191327,2469.504088298788,436.60904243829043,83936.97988953657,5.201629162889589,2239.2972620424503,289.62954972606803,120303.81668251962,2.4074842986103846,2455.823328338325,True,0,0,0.0,0,0.0,0,0.0,186.15370136655935,28063.94391280113
2023-12-30,1298.6795359506018,912.4196573539746,89065.60279671506,10.244355045083989,7600.356424789083,1143.841866758159,108803.47618405343,10.512916561812977,11271.664500654737,850.3621054965903,140774.11443505157,6.040614134986576,2540.8792090627385,357.5927584664414,69341.42921996697,5.156985693676358,2205.427925279235,275.32454292460835,115212.81314769578,2.389704195241367,2411.4303626917767,True,0,0,0.0,0,0.0,0,0.0,169.47441996129774,27497.91237838947
2023-12-31,1383.3317939059325,1453.724509281124,129293.83585460702,11.24357166505494,7858.9705969825945,1557.3637195904082,144320.92364024257,10.7909766671986,11307.134861914907,541.0677827095129,89853.95935033739,6.021635402841949,2387.4336557395727,544.5230149707155,103420.51558907998,5.265135373471401,2230.8810783101403,281.0145298718852,117245.0811403597,2.396812959133605,2391.9445459233784,True,0,0,0.0,0,0.0,0,0.0,178.4498905334824,27738.14642331001
2024-01-01,1447.93981532917,1111.763747154323,104427.48325671106,10.646275410289324,8135.181891008412,1573.445621480418,145658.73150673954,10.802274640210056,13792.874506228987,1072.9396051619437,177166.96697764934,6.056092868019247,3038.2479506227155,623.2672631819145,117313.34221127046,5.312842098211369,2422.702902583856,264.808761461883,111430.92418569265,2.376438707630171,2502.585796572031,False,1,1,3386.173704033449,0,0.0,0,0.0,184.68136536554914,34910.387931744175
2024-01-02,1339.6611136789847,958.4246687748351,92682.97179703723,10.340892724864837,9616.319529798344,1290.2008138198498,121622.16683327785,10.608270247219682,12924.96572228275,953.0039452742108,157584.25651480933,6.047583472811258,3432.3882971379517,323.24418723908684,62909.936788429295,5.138205564030061,2602.5760371290794,295.604917478613,122412.75058369036,2.414821299816442,2264.1067753532375,False,1,1,4499.454998996072,0,0.0,0,0.0,168.9967088491352,36848.46918322555
